0,1,2,3,4,5,6,7
171.69377176956107,251.7583047825221,177.291135,171.091445,0.018054498821078156,262.18689,250.687465,0.02283822376769978
171.69377176956107,251.7583047825221,174.891255,169.691515,0.015142482882194547,255.88720500000002,248.78756,0.014100120760927707
171.69377176956107,251.7583047825221,176.891155,170.39148,0.018928103602743204,262.38688,251.38743000000002,0.02184525751693021
171.69377176956107,251.7583047825221,176.59117,170.891455,0.01659849085163635,260.38698,250.48747500000002,0.019660731765237152
171.69377176956107,251.7583047825221,176.091195,170.691465,0.0157248860699713,238.488075,250.58747,0.024029783268623216
171.69377176956107,251.7583047825221,173.09134500000002,168.59157000000002,0.01310407172497607,254.78726,246.18769,0.017079019513236354
171.69377176956107,251.7583047825221,174.491275,169.19154,0.015433684476082924,257.087145,248.08759500000002,0.017873392513851998
171.69377176956107,251.7583047825221,174.091295,169.091545,0.014560079694417874,256.087195,247.38763,0.01727761276339028
171.69377176956107,251.7583047825221,173.291335,168.291585,0.014560079694417874,254.287285,245.18774000000002,0.018071985764005864
171.69377176956107,251.7583047825221,173.59132,168.491575,0.014851281288306168,254.58727000000002,245.487725,0.018071985764005923
171.69377176956107,251.7583047825221,174.69126500000002,169.491525,0.015142482882194629,257.087145,247.98760000000001,0.018071985764005923
171.69377176956107,251.7583047825221,175.291235,170.091495,0.015142482882194547,258.287085,248.98755,0.018469172264313716
171.69377176956107,251.7583047825221,174.69126500000002,169.59152,0.014851281288306251,257.087145,247.98760000000001,0.018071985764005923
171.69377176956107,251.7583047825221,174.29128500000002,169.291535,0.014560079694417874,256.48717500000004,247.38763,0.01807198576400598
171.69377176956107,251.7583047825221,172.59137,167.19164,0.0157248860699713,253.087345,243.48782500000002,0.019064952014775434
171.69377176956107,251.7583047825221,174.69126500000002,169.491525,0.015142482882194629,257.087145,248.08759500000002,0.017873392513851998
171.69377176956107,251.7583047825221,173.19134,172.19139,0.002912015938883525,253.38733000000002,244.687765,0.01727761276339028
