0,1,2
86.95459,66.414215,31.744915
34.098583,21.738777,10.697399
27.01142,14.375527,7.324143
24.890911,12.530406,6.3163843
23.574665,10.157942,5.0617805
23.244545,9.3174,4.5686655
22.767538,8.783351,4.251269
22.591007,8.263885,3.9975517
22.356848,8.399093,4.017573
22.338634,8.946097,4.2673135
22.479797,9.071791,4.3029757
22.304108,9.182558,4.3440866
22.018517,8.17583,3.900745
22.303146,9.790759,4.611684
21.937517,8.7646475,4.1420183
21.66997,7.7210226,3.624688
22.610138,11.394249,5.319027
21.556545,8.177794,3.8368032
21.73465,8.099061,3.7794025
21.422644,7.825929,3.6739748
21.27217,7.809611,3.6386046
21.073309,7.1920424,3.391497
21.369328,7.60697,3.5423007
21.715006,8.965774,4.142565
21.444202,8.88118,4.1318817
21.598562,8.727899,4.046304
21.029285,7.1683555,3.3416348
21.454355,8.5387745,3.9711897
21.069744,7.7529783,3.6355376
21.060446,7.6187863,3.5359318
21.08322,7.5450654,3.4989114
20.877457,6.966011,3.221708
20.78835,6.4660645,3.0063138
21.069069,7.5210757,3.4857976
21.202604,9.0173235,4.1830735
20.61671,7.3343697,3.4032786
20.990921,8.077086,3.7347035
20.63051,7.9235964,3.7062771
20.591507,7.636727,3.5549693
21.240572,9.4849,4.39235
20.484455,7.7145414,3.5744302
20.386156,6.9123526,3.1904764
20.614948,8.056689,3.752919
20.431948,7.7284803,3.5764322
20.25423,7.047285,3.272693
20.31592,7.354744,3.4002206
20.256466,7.6485434,3.5310416
20.421017,7.7052355,3.5608256
19.869364,6.4437685,2.9879196
19.904524,6.9120317,3.1998334
19.788866,6.8428283,3.1673281
19.69371,6.835647,3.1773531
19.991364,7.7968783,3.6210644
19.750189,7.557358,3.5239995
19.64627,6.3122244,2.9368093
19.501698,7.0626254,3.291062
19.59636,7.5827217,3.5089445
19.192987,6.1715198,2.8557696
19.250006,6.3898373,2.9961123
19.62351,6.818119,3.1763206
19.948315,8.860059,4.101863
19.372414,7.25424,3.3822353
19.71813,7.4823895,3.486908
19.219215,7.0147586,3.2601595
19.3333,7.3942146,3.4568114
19.160393,7.244687,3.3852816
19.101158,6.3821,2.9570086
19.056732,7.350284,3.402308
18.791433,6.652892,3.1091905
19.02745,6.2734013,2.919245
19.03835,6.4716396,3.0206077
18.993408,7.748169,3.618923
19.047121,6.5143933,3.018847
18.64209,6.399259,3.0071373
18.60431,6.2476335,2.9130673
19.268623,8.800988,4.1036525
18.636463,6.584366,3.055719
18.61028,7.3605914,3.4434428
18.464272,6.2911673,2.9383452
18.58027,5.7710934,2.6716557
18.641527,7.2426276,3.375689
19.037909,6.7864156,3.1602678
18.291136,5.9416747,2.7967656
18.197123,5.9377255,2.7723908
18.475107,6.9306903,3.2344184
18.5675,6.582576,3.0685382
18.725925,8.063289,3.7395697
18.199373,5.8899813,2.7556865
18.67321,7.4174647,3.451531
18.917656,8.411423,3.9063954
18.322475,6.813231,3.1990166
18.300024,6.925687,3.2377334
18.277727,6.72824,3.1527865
17.980185,6.014895,2.8219755
17.920057,5.9416103,2.7707407
18.382393,7.133007,3.3185403
18.236168,6.518847,3.0415962
17.94551,5.863946,2.7340508
17.770535,5.9669333,2.7779555
17.89167,6.6129637,3.0964503
17.917349,6.3473887,2.943986
18.142641,7.574128,3.5359573
17.91005,6.17303,2.9026594
17.902763,5.8402414,2.7102578
17.684187,5.750335,2.6833515
17.536928,5.7350826,2.669735
17.935028,6.992547,3.2618778
17.781073,6.6720653,3.1144438
17.499985,5.9005747,2.7656834
17.589954,6.0327926,2.8123646
17.420599,4.995617,2.3516798
17.557045,6.1915965,2.8984988
17.83471,7.115677,3.3226144
17.281052,5.3428984,2.4880226
17.407484,5.7985516,2.705945
17.744556,6.5279517,3.05857
17.476562,6.5110035,3.0429766
17.280416,5.3679585,2.5076928
17.440422,6.382403,2.9757123
17.256138,5.180129,2.4181561
17.129148,5.328271,2.4851623
17.070494,5.288159,2.466485
17.44177,6.103584,2.8503923
17.20879,5.6130466,2.63103
17.250065,5.6230807,2.632173
17.146715,5.444877,2.541477
17.459066,6.725674,3.1193564
17.135124,6.077642,2.8364947
17.142576,5.182184,2.4167755
16.963984,4.9402795,2.3239486
17.28147,6.033554,2.8281374
16.939053,5.5849805,2.6186554
17.355742,7.0365744,3.2571025
17.00836,6.6786284,3.108437
16.791874,5.0991344,2.3982577
16.865408,5.81174,2.701587
16.704256,5.289266,2.4643364
16.926899,6.089448,2.828359
16.668907,5.1613064,2.4157362
16.744175,4.9818225,2.3312745
16.950832,6.093944,2.8216836
17.60218,8.471366,3.960546
16.792336,5.7033834,2.6729815
16.948542,5.9014297,2.739718
16.674461,5.4381404,2.5284758
16.570688,5.645085,2.6142623
16.72026,6.620103,3.0837977
16.694489,5.9389577,2.785347
16.506607,5.7318125,2.654747
16.392984,4.708836,2.1978693
16.376686,4.873783,2.272946
16.450167,5.4476695,2.529011
16.265024,4.930606,2.2921684
16.450651,5.567903,2.608579
16.353628,5.19565,2.4154134
16.568928,6.0299788,2.7938828
16.503498,5.4922843,2.5683193
16.156338,4.7984486,2.231746
16.534454,6.3355236,2.9614527
16.259167,5.3030095,2.4797173
16.202196,4.9179106,2.3085618
16.275484,5.1548753,2.4015741
16.44283,5.6648517,2.6351638
16.326956,4.9256606,2.2967892
16.089474,5.0830665,2.3783226
16.119871,5.0168138,2.322199
16.211735,5.3187776,2.4859307
16.137722,5.5175753,2.5675957
16.138865,4.8387947,2.2729478
15.952848,4.64696,2.1719384
16.082447,4.872926,2.2700467
16.175884,5.2180247,2.424416
16.137556,5.0113792,2.3344927
15.93056,4.8079247,2.2453966
16.20222,5.135682,2.40945
16.050486,4.758179,2.221404
15.948252,5.0608635,2.3669033
16.159615,5.8033404,2.7020254
15.933978,4.3808703,2.037004
16.322758,5.4422956,2.5421858
15.910112,4.9175076,2.2978716
15.952359,4.373583,2.0315683
15.982659,5.044347,2.3509567
15.697589,4.569938,2.1336052
15.87119,5.2840986,2.4562762
15.915034,5.017144,2.3631992
16.060507,5.9293623,2.7587385
15.891168,5.092752,2.394228
15.667113,4.573245,2.1352785
15.720128,4.8291044,2.2414877
15.98357,5.131488,2.391833
15.85521,5.208004,2.432648
15.854524,4.6703496,2.1754339
16.154913,5.7084713,2.6613305
15.771063,4.6434865,2.1525867
15.78059,4.4308543,2.0729282
15.755361,4.5685973,2.1425722
15.935453,5.3475146,2.4947028
16.080462,5.866879,2.715686
15.6472435,4.5113335,2.0937076
15.743794,4.6709337,2.191585
15.812543,5.497096,2.555963
15.738932,4.9132113,2.2726614
15.564046,4.601989,2.1516278
15.802032,4.940458,2.313234
15.721477,5.075018,2.355332
15.709496,4.862843,2.2670178
15.823635,5.471558,2.5395324
15.727515,5.211598,2.4314773
15.805124,4.7241755,2.195101
15.406375,4.2546663,1.9870434
15.489473,4.2436404,1.9891114
15.498493,4.3532553,2.0357554
15.54232,4.6347094,2.1729326
15.36746,4.7955837,2.2340386
15.637579,4.618319,2.176285
15.459445,4.5118175,2.1006744
15.656358,5.122537,2.3783174
15.744695,5.889809,2.7335536
15.59182,5.3792634,2.4949117
15.521745,4.714548,2.1916144
15.687654,5.460552,2.5422208
15.530813,4.592988,2.1350873
15.502037,4.389997,2.0556471
15.581359,4.5491934,2.1280017
15.316096,4.4506354,2.0823474
15.412031,4.205347,1.9518887
15.401934,4.722373,2.214137
15.451539,4.484199,2.0833364
15.242962,4.24193,1.979434
15.521196,5.307811,2.469024
15.297281,4.0747232,1.8926897
15.638906,5.0310187,2.3549955
15.665011,4.917018,2.3015316
15.244159,4.5207443,2.1099737
15.339457,4.4707723,2.0731103
15.614566,5.493026,2.5839388
15.408944,4.603253,2.144429
15.279885,4.3104367,2.0115278
15.24846,4.3615894,2.0358894
15.188151,4.3325934,2.016801
15.511173,5.463669,2.553342
15.376056,5.1903667,2.4066699
15.3412895,5.261755,2.434221
15.11956,4.2827706,1.9857653
15.133715,4.188379,1.9481013
15.188865,4.442105,2.0701919
15.19826,4.9204736,2.2826653
15.198105,4.2992563,1.9996966
15.263823,4.546032,2.1110926
15.433643,5.448256,2.5248868
15.325551,4.5060406,2.0898435
15.104687,3.9425797,1.8366998
15.36086,4.4339314,2.0547671
15.155534,4.532657,2.1132462
14.952488,4.1346593,1.9320666
14.975097,4.172131,1.9486138
15.338337,4.553621,2.1159248
15.262162,5.195524,2.4116611
15.000605,4.2833595,2.0010612
15.053694,4.2941146,2.008475
15.218946,4.656102,2.158093
15.046357,4.448436,2.0660706
15.150737,4.6473866,2.1768913
15.241025,4.8600235,2.255936
15.04985,4.591073,2.1375651
15.120952,4.1382465,1.9358165
15.173131,4.199936,1.9636331
15.066895,4.307168,2.0229366
14.881879,4.0988255,1.9138963
14.711521,4.1728096,1.9424115
14.974047,4.2162347,1.9788297
15.0135355,4.738313,2.2034507
14.918108,4.5425563,2.1089113
15.001604,4.6016574,2.1387396
14.842414,4.337948,2.0091023
14.9028225,4.0691533,1.9011891
14.94406,5.1710567,2.399685
14.824091,4.864284,2.2723653
14.750132,4.047134,1.8778899
14.881868,4.108355,1.9205303
14.817896,4.398649,2.0300708
14.994011,4.2475677,1.973883
14.821088,4.0509443,1.8827374
14.979077,4.699099,2.1941826
14.74687,4.292451,2.0006063
14.7829,4.4648094,2.0713725
14.742966,4.14202,1.9448256
14.947241,4.7072387,2.2083762
14.827578,4.5099893,2.1027353
14.871231,4.0078673,1.8807154
14.549553,3.850439,1.7873467
14.596343,3.6902497,1.7220298
14.630431,3.847225,1.8060725
14.737283,4.4031315,2.0569026
14.676573,4.2930923,2.0212924
14.877517,5.135463,2.3929534
14.749981,4.020222,1.8810991
14.624385,3.96104,1.8556694
14.550402,4.041641,1.8867639
14.869373,4.7719193,2.237465
14.673792,4.7283635,2.2046115
14.495196,4.156847,1.9286467
14.562312,4.3130207,2.0168703
14.465625,3.9205854,1.842706
14.46154,4.178738,1.9486791
14.4485855,4.226975,1.9564657
14.871995,4.248787,2.0115786
14.511941,3.9974668,1.8690684
14.534821,4.414189,2.050149
14.5478325,4.627043,2.1510231
14.732916,4.070992,1.8938688
14.491403,4.0516047,1.8923715
14.85087,5.0001917,2.343154
14.363951,4.3962092,2.05616
14.537934,4.386906,2.0502205
14.376821,4.1807723,1.9545108
14.268725,3.6644015,1.7037874
14.416096,4.29166,1.9894183
14.4471655,4.0164523,1.8868772
14.405367,4.257161,1.9777832
14.304192,3.737957,1.7496068
14.369106,3.7071633,1.7370559
14.3662615,3.9447055,1.8412033
14.281038,4.113624,1.9206738
14.445697,4.8040776,2.2432296
14.267074,4.0296335,1.8887024
14.4247,4.430999,2.08309
14.424443,4.3466496,2.0210674
14.312558,4.432678,2.0777888
14.176631,4.339704,2.0254738
14.236029,4.058937,1.905812
14.24523,3.5445318,1.6787713
14.1641245,3.9805946,1.8762257
14.349416,4.5660243,2.1331623
14.145949,4.108411,1.9522808
14.206095,3.924022,1.8283516
14.03166,3.661634,1.7095876
14.140854,3.8356054,1.8034703
14.169041,4.3001695,2.0104098
14.093401,4.0846505,1.9021943
14.228872,4.510164,2.1085713
14.185585,4.0039496,1.8918955
14.162139,3.8498325,1.8089718
14.117319,3.7170067,1.7463453
14.308158,3.8718426,1.8347052
14.076838,3.598445,1.6757601
14.014027,3.9166842,1.8470119
13.932581,4.178061,1.9470716
14.06358,3.8989182,1.8337691
13.936181,3.9706473,1.8648134
13.878528,3.8029914,1.7890743
13.73169,3.7011678,1.7440746
13.778391,3.6911151,1.7321976
13.944851,3.7746146,1.7656242
14.11291,3.9544995,1.8459651
13.768743,3.7880201,1.7804105
14.104305,4.3262234,2.022367
13.943277,3.9197423,1.8384881
14.069272,3.9393928,1.8434911
13.882046,3.9570508,1.8875872
13.9950485,4.6769786,2.1955056
