0,1,2
35.77019,27.477907,105.59288
26.179014,21.039953,86.40323
24.960363,20.044079,84.252304
23.909683,18.974749,79.63849
23.920246,18.982786,78.24289
23.121075,18.286322,76.484116
23.05043,18.041466,74.03983
22.930822,17.861174,74.30496
22.542366,17.523027,72.54118
22.51134,17.48802,72.40977
22.362448,17.422802,72.04217
22.556868,17.570854,72.1337
22.635597,17.628485,71.79135
22.192062,17.219595,69.750145
21.845022,16.831264,69.23358
22.101555,17.070185,70.37889
21.795027,16.811468,69.2942
21.835155,16.813932,68.11353
21.587944,16.631962,67.35458
21.832104,16.851688,68.31882
21.565031,16.659275,66.6288
21.496412,16.589695,65.84981
21.186451,16.18488,65.75352
21.220392,16.316032,65.0292
20.86864,16.029955,64.10511
20.997093,16.089693,63.226105
21.294666,16.468016,64.03474
20.427675,15.62532,61.88656
20.562748,15.736664,61.814438
20.372356,15.555165,60.039097
21.361027,16.51063,63.674614
19.989113,15.203336,59.70345
20.07171,15.374126,59.71899
19.455988,14.912656,57.591095
19.485851,14.935633,57.043602
19.330412,14.76384,57.357685
19.24973,14.749723,56.2901
19.754417,15.107113,57.24076
19.140503,14.759337,56.846107
19.183739,14.752367,56.27
19.082993,14.627728,56.045486
19.072195,14.741182,56.73069
19.079397,14.63559,56.404224
19.197311,14.816497,56.030838
18.525806,14.285837,54.59996
18.49312,14.248263,54.46138
18.569433,14.297198,55.012535
18.987772,14.640042,55.790638
18.960958,14.57089,54.926422
18.346672,14.1416235,53.547
19.256056,14.795642,55.979828
18.147612,13.984666,53.21613
18.464966,14.173789,52.870766
18.12884,13.8549185,52.91969
18.470339,14.200848,53.109203
17.911087,13.719112,51.83568
18.20661,13.928612,51.97642
17.77647,13.676734,51.226906
18.011389,13.88049,51.407074
18.081879,13.867782,51.494244
17.722206,13.572145,49.94759
17.679586,13.507573,49.925426
17.958698,13.745066,50.824677
17.560495,13.413682,49.535984
17.641415,13.533796,49.925358
17.635773,13.393092,49.422787
17.865465,13.672145,50.97877
17.983355,13.769111,49.89075
18.895235,14.589206,53.824528
17.583105,13.442463,48.841297
17.665354,13.494504,50.562054
16.97073,12.928826,46.486053
17.275166,13.09787,47.32018
17.451908,13.304447,48.191555
17.258726,13.1138525,47.323906
16.947714,12.848303,45.75863
17.407236,13.146506,47.356968
17.067528,12.900745,46.044754
17.046894,12.956675,46.036438
17.003717,12.934861,46.03706
16.90119,12.8731165,47.019405
17.199038,12.966327,45.952072
16.573744,12.401019,43.31268
17.089933,12.939957,45.93005
17.225279,13.011522,46.170975
16.86669,12.72147,45.35338
17.04678,12.882744,46.12312
