0,1,2
34.698486,27.021296,98.64301
26.4907,21.324577,85.02357
25.66581,20.67779,79.85664
24.76302,19.892427,75.78188
24.601028,19.782421,75.344124
23.70708,19.094273,72.42343
23.804428,19.141111,72.89418
23.810907,19.165937,72.83246
24.300337,19.560734,74.567726
23.66773,19.020813,73.0305
23.026958,18.49616,70.18759
22.813456,18.352188,70.22824
23.791666,19.091957,74.23974
22.695686,18.233677,70.266495
22.767597,18.310598,70.542984
22.721386,18.243296,69.188934
22.622032,18.136396,68.64312
22.236973,17.847052,68.28891
22.05505,17.694893,68.294136
22.512388,18.072893,67.99346
22.425213,17.954609,68.22182
21.995148,17.627405,68.775375
22.7867,18.17817,68.447876
22.248764,17.822178,69.06
22.277098,17.831491,67.648964
21.60856,17.274916,65.78338
21.654472,17.261438,65.52376
21.624449,17.229517,65.63564
21.441,17.062515,65.446106
21.73494,17.331682,66.49497
21.687256,17.302803,66.628044
21.447119,17.07613,64.968994
20.98969,16.70349,64.20755
21.0453,16.748857,64.5048
20.969236,16.670568,63.624382
20.914005,16.594482,62.697357
20.862976,16.524006,63.129868
20.723072,16.37987,62.189854
21.067041,16.69911,63.613472
20.764257,16.426462,62.625595
20.898434,16.586916,62.92772
20.356077,16.094938,62.10283
20.249249,16.017448,60.96244
20.538918,16.212446,61.501915
20.232998,15.918765,60.626087
20.284939,15.99769,60.833786
20.525242,16.231384,60.88069
20.267523,16.000528,60.287
20.279907,16.024534,60.38406
20.02958,15.724204,58.73685
20.169842,15.941138,59.621365
20.294744,15.961913,59.919052
20.09835,15.878339,59.24413
20.264833,15.989881,59.46995
19.952536,15.670014,58.373222
19.969757,15.668999,58.91588
19.84706,15.630784,58.698765
19.978352,15.683724,58.24542
19.471191,15.205296,57.26894
19.462006,15.253604,56.55217
19.71971,15.443673,57.61089
19.39361,15.18892,56.973953
19.512486,15.291344,56.149193
19.9768,15.677296,58.163445
19.331585,15.173588,56.461052
19.24896,15.046288,55.60717
19.413258,15.203919,56.71661
19.097961,14.898008,55.37212
19.211535,15.038591,54.600533
19.114975,14.919052,55.726734
20.000525,15.673578,57.762886
20.076542,15.837227,58.352974
19.33211,15.145353,55.61887
18.91537,14.745264,54.561512
19.183226,15.000355,55.121582
19.191736,14.964957,54.83863
18.723522,14.598848,54.26692
19.54528,15.281651,55.074535
19.17027,14.946399,55.797592
18.897175,14.771118,54.531967
18.964403,14.751754,54.2467
18.945248,14.7308445,53.847107
19.093494,14.875318,54.43896
18.761354,14.605336,53.670334
18.976387,14.808623,54.9978
18.986425,14.876737,54.44213
18.628042,14.531649,53.362904
18.633213,14.454496,53.58319
18.756157,14.645458,52.020336
18.77599,14.516164,53.157715
18.613585,14.456851,53.185463
18.208185,14.169031,52.17932
18.440645,14.296027,52.127842
18.552774,14.410766,52.870518
18.463867,14.310598,52.666367
18.391775,14.283227,52.157574
18.436207,14.314718,51.865005
18.439758,14.333183,53.07155
18.661102,14.52973,52.62241
18.416344,14.293919,52.734608
18.204641,14.079221,51.954487
18.30373,14.156211,51.264103
18.019411,13.943644,51.262825
18.196352,14.185953,52.229656
18.420876,14.344557,53.074863
18.220068,14.164429,51.17549
18.835487,14.651901,53.36416
18.330303,14.153134,51.596714
17.95609,13.911789,50.3303
18.265305,14.191951,52.26085
18.199184,14.080169,50.856667
18.02543,13.894082,50.87525
18.093819,13.975131,50.534885
18.15713,14.045801,50.83215
18.10231,13.966073,50.706028
18.142326,13.998051,50.509674
18.278202,14.172337,51.63454
17.891047,13.833273,50.997776
18.268425,14.117668,51.563404
17.68392,13.645179,49.518425
17.777554,13.703853,49.757107
17.867144,13.7909355,49.80793
17.917671,13.825465,50.232563
17.676197,13.643486,49.48305
18.06316,13.971579,50.358704
18.229952,14.088263,50.797913
17.792482,13.723408,49.90496
17.716526,13.691452,49.538815
17.964664,13.850494,49.597218
18.054626,13.964099,51.056107
17.621733,13.576198,49.0958
17.732727,13.672013,49.94772
17.67954,13.603194,49.51789
17.830467,13.748184,49.99608
18.174858,14.05815,50.882095
17.85841,13.802611,50.641758
17.922224,13.854401,50.026894
17.941734,13.859892,50.894314
17.397644,13.425174,48.39712
17.718878,13.700768,48.90488
18.137667,14.007916,50.110157
17.890888,13.804829,50.143543
17.330456,13.27079,47.73688
17.728027,13.638839,49.570213
17.630333,13.5381155,48.594185
17.577955,13.501671,48.47559
17.319576,13.284224,48.436146
17.595999,13.539429,48.805023
17.417204,13.378686,48.475822
17.276102,13.242354,47.74952
17.120441,13.101785,48.00724
17.69014,13.640296,49.236458
17.326033,13.272414,47.62441
17.296974,13.252935,48.24683
17.339764,13.2782545,47.509823
17.576761,13.532314,48.454918
17.515589,13.463659,48.337196
17.119474,13.119969,47.099697
17.217476,13.162783,47.48438
17.202898,13.156508,47.203156
17.421413,13.409036,47.70447
17.158157,13.119257,47.156246
16.924503,12.962461,47.25192
17.128881,13.086089,46.68115
17.313976,13.264408,48.134377
17.171951,13.129977,47.299248
16.956598,12.971037,46.641865
17.020538,12.978962,46.81765
17.129917,13.099532,47.02532
17.25556,13.215154,47.022694
17.471334,13.453195,47.810944
16.799376,12.858462,46.01547
16.79105,12.791532,45.84218
17.270943,13.2315645,47.71651
16.858229,12.832195,45.85013
16.973486,13.003082,46.127373
17.009813,12.9897995,46.668896
17.015673,13.030948,47.007248
16.960636,12.99934,46.388664
17.298374,13.329979,48.46512
17.06343,13.069322,47.406162
16.53986,12.603011,44.960213
16.616768,12.675967,45.12993
16.866219,12.939576,46.37034
16.713787,12.7547245,45.540512
17.516504,13.40526,46.436317
17.59832,13.562315,48.97052
17.058704,13.042829,46.77067
16.964317,13.029169,46.830467
16.673304,12.7429495,46.577766
16.574932,12.649095,44.888767
16.435993,12.544132,45.058147
16.569214,12.600467,45.50432
16.593145,12.617874,45.635017
16.539408,12.569549,45.421776
16.601707,12.620715,44.497807
17.215244,13.169108,47.698822
16.421503,12.5166025,45.320263
16.423542,12.4847145,44.916786
16.735128,12.754072,45.553276
16.188084,12.267302,43.4958
